adult;backdrop_path;belongs_to_collection;budget;genres;homepage;id;imdb_id;original_language;original_title;overview;popularity;poster_path;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;video;vote_average;vote_count
False;/1pRNzOM7OQA29cVayaCheBI4vn7.jpg;;0;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];;102;tt0315543;da;Elsker dig for evigt;Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.;6,29;/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg;[{'id': 76, 'logo_path': '/nebkQYtQKhZyHJfh5v0oGpNbPzu.png', 'name': 'Zentropa Entertainments', 'origin_country': 'DK', 'movie_id': 102}, {'id': 118, 'logo_path': '/AiBorgNTCS1lT1FdFPYheax9jfF.png', 'name': 'Det Danske Filminstitut', 'origin_country': 'DK', 'movie_id': 102}];[{'iso_3166_1': 'DK', 'name': 'Denmark', 'movie_id': 102}];2002-09-06;0;113;[{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk', 'movie_id': 102}];Released;;Open Hearts;False;6,8;85
False;/orjyEE9ZcMefTsN8zT5ryQTdkIz.jpg;;1300000;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];;103;tt0075314;en;Taxi Driver;A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.;49,645;/ekstpH614fwDX8DUln1a2Opz0N8.jpg;[{'id': 46059, 'logo_path': None, 'name': 'Italo/Judeo Productions', 'origin_country': '', 'movie_id': 103}, {'id': 46060, 'logo_path': None, 'name': 'Bill/Phillips', 'origin_country': '', 'movie_id': 103}, {'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US', 'movie_id': 103}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 103}];1976-02-09;28570902;114;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 103}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español', 'movie_id': 103}];Released;On every street in every city, there's a nobody who dreams of being a somebody.;Taxi Driver;False;8,2;10564
False;/lhsrT0SbPaqmBMHLd5N83j8XAFy.jpg;;1530000;[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];;104;tt0130827;de;Lola rennt;Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.;16,745;/v0giIi4bTILVhNhJajet3WWY3FA.jpg;[{'id': 96, 'logo_path': '/9ps82gVzUeNdkjmLzoGDQLiLDio.png', 'name': 'X Filme Creative Pool', 'origin_country': 'DE', 'movie_id': 104}, {'id': 46, 'logo_path': '/3xFdKHLXPGHEbrAkmsepGE8974Y.png', 'name': 'WDR', 'origin_country': 'DE', 'movie_id': 104}];[{'iso_3166_1': 'DE', 'name': 'Germany', 'movie_id': 104}];1998-03-03;7267585;81;[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch', 'movie_id': 104}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 104}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語', 'movie_id': 104}];Released;Every second of every day you're faced with a decision that can change your life.;Run Lola Run;False;7,321;1908
False;/5bzPWQ2dFUl2aZKkp7ILJVVkRed.jpg;{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/5Xsu2o5IsZRuuxCEVZ9nVve21FP.jpg', 'backdrop_path': '/AqQotqj7XOI6GjB28nhMMa8YzOT.jpg'};19000000;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}];http://www.backtothefuture.com/movies/backtothefuture1;105;tt0088763;en;Back to the Future;Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.;67,461;/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg;[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US', 'movie_id': 105}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US', 'movie_id': 105}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 105}];1985-07-03;381109762;116;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 105}];Released;He's the only kid ever to get into trouble before he was born.;Back to the Future;False;8,312;17836
False;/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg;{'id': 399, 'name': 'Predator Collection', 'poster_path': '/mm2t5dd1QFxtX6X56Z9U5ucsIb1.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'};15000000;[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}];https://www.20thcenturystudios.com/movies/predator;106;tt0093773;en;Predator;A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.;72,21;/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg;[{'id': 1885, 'logo_path': '/tXMFoE8AtNdnFzWOW0aCLwl7xxS.png', 'name': 'Silver Pictures', 'origin_country': 'US', 'movie_id': 106}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US', 'movie_id': 106}, {'id': 840, 'logo_path': None, 'name': 'Lawrence Gordon Productions', 'origin_country': 'US', 'movie_id': 106}, {'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US', 'movie_id': 106}, {'id': 5263, 'logo_path': None, 'name': 'Amercent Films', 'origin_country': '', 'movie_id': 106}, {'id': 5264, 'logo_path': None, 'name': 'American Entertainment Partners L.P.', 'origin_country': '', 'movie_id': 106}, {'id': 124763, 'logo_path': None, 'name': 'Estudios Churubusco Azteca S.A.', 'origin_country': '', 'movie_id': 106}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 106}];1987-06-12;98267558;107;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 106}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español', 'movie_id': 106}];Released;Soon the hunt will begin.;Predator;False;7,49;6935
False;/ysKahAEPP8h6MInuLjr0xuZOTjh.jpg;;10000000;[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}];;107;tt0208092;en;Snatch;Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.;31,184;/56mOJth6DJ6JhgoE2jtpilVqJO.jpg;[{'id': 13419, 'logo_path': None, 'name': 'SKA Films', 'origin_country': 'GB', 'movie_id': 107}, {'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US', 'movie_id': 107}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 107}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 107}];2000-09-01;83557872;103;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 107}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский', 'movie_id': 107}];Released;Stealin' stones and breakin' bones.;Snatch;False;7,802;7982
False;/s9rWmLANsVlSV4XmuC0IUcseGzO.jpg;{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'};0;[{'id': 18, 'name': 'Drama'}];;108;tt0108394;fr;Trois couleurs : Bleu;Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.;14,715;/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg;[{'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR', 'movie_id': 108}, {'id': 1610, 'logo_path': None, 'name': 'CED Productions', 'origin_country': '', 'movie_id': 108}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US', 'movie_id': 108}];[{'iso_3166_1': 'FR', 'name': 'France', 'movie_id': 108}, {'iso_3166_1': 'PL', 'name': 'Poland', 'movie_id': 108}, {'iso_3166_1': 'CH', 'name': 'Switzerland', 'movie_id': 108}];1993-08-01;0;98;[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français', 'movie_id': 108}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski', 'movie_id': 108}];Released;;Three Colors: Blue;False;7,69;1416
False;/2eBL3wXDZqemW8SJ1RNxqtx6bgJ.jpg;{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'};0;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];;109;tt0111507;fr;Trois couleurs : Blanc;Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.;12,553;/fdIet3NSa27gobMbaUml66oCQNT.jpg;[{'id': 183, 'logo_path': None, 'name': 'Le Studio Canal+', 'origin_country': 'FR', 'movie_id': 109}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR', 'movie_id': 109}, {'id': 850, 'logo_path': '/aF7qajGJGtMpdrtvssM9g90YanX.png', 'name': 'Eurimages', 'origin_country': 'FR', 'movie_id': 109}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US', 'movie_id': 109}];[{'iso_3166_1': 'FR', 'name': 'France', 'movie_id': 109}, {'iso_3166_1': 'PL', 'name': 'Poland', 'movie_id': 109}];1994-01-26;0;92;[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français', 'movie_id': 109}, {'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar', 'movie_id': 109}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski', 'movie_id': 109}];Released;;Three Colors: White;False;7,481;985
False;/A9IY3j3Hwf4Q8Q9w5QxSQPYSvCu.jpg;{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'};0;[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}];;110;tt0111495;fr;Trois couleurs : Rouge;Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.;15,202;/JHmsBiX1tjCKqAul1lzC20WcAW.jpg;[{'id': 38, 'logo_path': '/qMi10Y3HnR7BQRqMC4ch7qZ6HN4.png', 'name': 'Zespół Filmowy TOR', 'origin_country': 'PL', 'movie_id': 110}, {'id': 183, 'logo_path': None, 'name': 'Le Studio Canal+', 'origin_country': 'FR', 'movie_id': 110}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR', 'movie_id': 110}, {'id': 1245, 'logo_path': '/suKdkPTtHn0DzGYmrXCA506dJON.png', 'name': 'TSR', 'origin_country': 'CH', 'movie_id': 110}];[{'iso_3166_1': 'FR', 'name': 'France', 'movie_id': 110}, {'iso_3166_1': 'PL', 'name': 'Poland', 'movie_id': 110}, {'iso_3166_1': 'CH', 'name': 'Switzerland', 'movie_id': 110}];1994-05-12;0;100;[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français', 'movie_id': 110}];Released;;Three Colors: Red;False;7,958;1155
False;/cCvp5Sni75agCtyJkNOMapORUQV.jpg;;25000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];;111;tt0086250;en;Scarface;After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.;78,439;/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg;[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US', 'movie_id': 111}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 111}];1983-12-09;66023329;170;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 111}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español', 'movie_id': 111}];Released;The world is yours...;Scarface;False;8,166;10266
False;/1e8tQfZZ65n1UNibJFYHpPFmOqj.jpg;;1000000;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];;112;tt0243862;da;Italiensk for begyndere;A group of strangers find friendship, family and love within an Italian beginners’ course.;7,486;/xBEiE8yBaWtpRG04QpSAcIfJiW1.jpg;[{'id': 76, 'logo_path': '/nebkQYtQKhZyHJfh5v0oGpNbPzu.png', 'name': 'Zentropa Entertainments', 'origin_country': 'DK', 'movie_id': 112}];[{'iso_3166_1': 'DK', 'name': 'Denmark', 'movie_id': 112}, {'iso_3166_1': 'SE', 'name': 'Sweden', 'movie_id': 112}];2000-12-07;16350876;95;[{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk', 'movie_id': 112}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano', 'movie_id': 112}];Released;Attendance optional. Passion required.;Italian for Beginners;False;6,442;103
False;/6JDjZdFckZyMYgtawDwUb6HTwVp.jpg;;0;[{'id': 18, 'name': 'Drama'}];http://www.fruehling-sommer.de;113;tt0374546;ko;봄 여름 가을 겨울 그리고 봄;An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.;18,148;/6SQQ5REuAz7k0FMQ9mSCT40T2LN.jpg;[{'id': 139, 'logo_path': None, 'name': 'LJ Film', 'origin_country': 'KR', 'movie_id': 113}, {'id': 11554, 'logo_path': None, 'name': 'Korea Pictures', 'origin_country': 'KR', 'movie_id': 113}, {'id': 685, 'logo_path': None, 'name': 'Cineclick Asia', 'origin_country': 'KR', 'movie_id': 113}, {'id': 11555, 'logo_path': None, 'name': 'Cinesoul', 'origin_country': '', 'movie_id': 113}, {'id': 11556, 'logo_path': None, 'name': 'Mirae Asset Capital', 'origin_country': '', 'movie_id': 113}, {'id': 11557, 'logo_path': None, 'name': 'Muhan Investment', 'origin_country': '', 'movie_id': 113}, {'id': 140, 'logo_path': '/ooz5b0ov3PLfBoOJyMmdoffVuHs.png', 'name': 'Pandora Film', 'origin_country': 'DE', 'movie_id': 113}];[{'iso_3166_1': 'KR', 'name': 'South Korea', 'movie_id': 113}, {'iso_3166_1': 'DE', 'name': 'Germany', 'movie_id': 113}];2003-09-19;8945072;103;[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말', 'movie_id': 113}];Released;What you like, others will also like.;Spring, Summer, Fall, Winter... and Spring;False;7,846;913
False;/3tuWpnCTe14zZZPt6sI1W9ByOXx.jpg;;14000000;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];;114;tt0100405;en;Pretty Woman;When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.;45,59;/hVHUfT801LQATGd26VPzhorIYza.jpg;[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US', 'movie_id': 114}, {'id': 10282, 'logo_path': None, 'name': 'Silver Screen Partners IV', 'origin_country': 'US', 'movie_id': 114}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 114}];1990-03-23;463406268;119;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 114}];Released;She walked off the street, into his life and stole his heart.;Pretty Woman;False;7,425;6995
False;/nevS6wjzCxZESvmjJZqdyZ3RNQ6.jpg;;15000000;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];;115;tt0118715;en;The Big Lebowski;Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.;35,237;/9mprbw31MGdd66LR0AQKoDMoFRv.jpg;[{'id': 37, 'logo_path': '/24D25UH5SyteudhPXW6Oy0Qfj1q.png', 'name': 'Gramercy Pictures', 'origin_country': 'US', 'movie_id': 115}, {'id': 1382, 'logo_path': '/sOg7LGESPH5vCTOIdbMhLuypoLL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US', 'movie_id': 115}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB', 'movie_id': 115}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 115}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 115}];1998-03-06;46969409;117;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 115}, {'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית', 'movie_id': 115}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español', 'movie_id': 115}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch', 'movie_id': 115}];Released;Times like these call for a Big Lebowski.;The Big Lebowski;False;7,844;10049
False;/1HEdbjJ20vXn8nW1LwPMc5lY63U.jpg;;15000000;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}];;116;tt0416320;en;Match Point;Chris, a former tennis player, looks for work as an instructor. He meets Tom Hewett, a wealthy young man whose sister Chloe fall in love with Chris. But Chris has his eye on Tom's fiancee Nola.;20,147;/vHjEVTD8ucuwKSFOZJeyAnTZYli.jpg;[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US', 'movie_id': 116}, {'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB', 'movie_id': 116}];[{'iso_3166_1': 'FR', 'name': 'France', 'movie_id': 116}, {'iso_3166_1': 'IE', 'name': 'Ireland', 'movie_id': 116}, {'iso_3166_1': 'LU', 'name': 'Luxembourg', 'movie_id': 116}, {'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 116}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 116}];2005-10-26;85306374;124;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 116}];Released;Passion Temptation Obsession.;Match Point;False;7,352;3661
False;/rMZMcUchb7et72aVSATxhhO6ppM.jpg;;25000000;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}];;117;tt0094226;en;The Untouchables;Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jim Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.;24,456;/8BquGK22zCcsmBWiaIakaaPpSZb.jpg;[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US', 'movie_id': 117}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 117}];1987-06-03;76270454;119;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 117}];Released;What are you prepared to do?;The Untouchables;False;7,767;5005
False;/bSvUW4JQ6g4QiKvwejcfcPRd4Ke.jpg;;150000000;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}];https://www.warnerbros.com/charlie-and-chocolate-factory;118;tt0367594;en;Charlie and the Chocolate Factory;A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.;98,154;/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg;[{'id': 80, 'logo_path': None, 'name': 'The Zanuck Company', 'origin_country': 'US', 'movie_id': 118}, {'id': 55512, 'logo_path': None, 'name': 'Theobald Film Productions', 'origin_country': 'GB', 'movie_id': 118}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US', 'movie_id': 118}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 118}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 118}];2005-07-13;474968763;115;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 118}];Released;Prepare for a taste of adventure.;Charlie and the Chocolate Factory;False;7,038;13550
False;/dUVbWINfRMGojGZRcO6GF1Z2nV8.jpg;{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/oENY593nKRVL2PnxXsMtlh8izb4.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'};93000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}];http://www.lordoftherings.net/;120;tt0120737;en;The Lord of the Rings: The Fellowship of the Ring;Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.;101,045;/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg;[{'id': 12, 'logo_path': '/5ThIuO93vsk47oexKTSdfKEr7EC.png', 'name': 'New Line Cinema', 'origin_country': 'US', 'movie_id': 120}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ', 'movie_id': 120}, {'id': 5237, 'logo_path': None, 'name': 'The Saul Zaentz Company', 'origin_country': 'US', 'movie_id': 120}];[{'iso_3166_1': 'NZ', 'name': 'New Zealand', 'movie_id': 120}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 120}];2001-12-18;871368364;179;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 120}];Released;One ring to rule them all;The Lord of the Rings: The Fellowship of the Ring;False;8,396;22558
False;/7ABgKch4hBX4qwCujRKM58fKsoG.jpg;{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/oENY593nKRVL2PnxXsMtlh8izb4.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'};79000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}];http://www.lordoftherings.net/;121;tt0167261;en;The Lord of the Rings: The Two Towers;Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.;81,719;/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg;[{'id': 12, 'logo_path': '/5ThIuO93vsk47oexKTSdfKEr7EC.png', 'name': 'New Line Cinema', 'origin_country': 'US', 'movie_id': 121}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ', 'movie_id': 121}, {'id': 5237, 'logo_path': None, 'name': 'The Saul Zaentz Company', 'origin_country': 'US', 'movie_id': 121}];[{'iso_3166_1': 'NZ', 'name': 'New Zealand', 'movie_id': 121}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 121}];2002-12-18;926287400;179;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 121}];Released;A New Power Is Rising.;The Lord of the Rings: The Two Towers;False;8,378;19609
False;/9DeGfFIqjph5CBFVQrD6wv9S7rR.jpg;{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/oENY593nKRVL2PnxXsMtlh8izb4.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'};94000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}];http://www.lordoftherings.net;122;tt0167260;en;The Lord of the Rings: The Return of the King;Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.;80,851;/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg;[{'id': 12, 'logo_path': '/5ThIuO93vsk47oexKTSdfKEr7EC.png', 'name': 'New Line Cinema', 'origin_country': 'US', 'movie_id': 122}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ', 'movie_id': 122}, {'id': 5237, 'logo_path': None, 'name': 'The Saul Zaentz Company', 'origin_country': 'US', 'movie_id': 122}];[{'iso_3166_1': 'NZ', 'name': 'New Zealand', 'movie_id': 122}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 122}];2003-12-01;1118888979;201;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 122}];Released;The eye of the enemy is moving.;The Lord of the Rings: The Return of the King;False;8,474;21472
