adult;backdrop_path;belongs_to_collection;budget;genres;homepage;id;imdb_id;original_language;original_title;overview;popularity;poster_path;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;video;vote_average;vote_count
False;/hQ4pYsIbP22TMXOUdSfC2mjWrO0.jpg;;0;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];;2;tt0094675;fi;Ariel;Taisto Kasurinen is a Finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream about leaving the country and starting a new life. He escapes from prison but things don't go as planned...;9,26;/ojDg0PGvs6R9xYFodRct2kdI6wC.jpg;[{'id': 2303, 'logo_path': None, 'name': 'Villealfa Filmproductions', 'origin_country': 'FI', 'movie_id': 2}];[{'iso_3166_1': 'FI', 'name': 'Finland', 'movie_id': 2}];1988-10-21;0;73;[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi', 'movie_id': 2}];Released;;Ariel;False;7,055;247
False;/l94l89eMmFKh7na2a1u5q67VgNx.jpg;;0;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];;3;tt0092149;fi;Varjoja paratiisissa;An episode in the life of Nikander, a garbage man, involving the death of a co-worker, an affair and much more.;7,932;/nj01hspawPof0mJmlgfjuLyJuRN.jpg;[{'id': 2303, 'logo_path': None, 'name': 'Villealfa Filmproductions', 'origin_country': 'FI', 'movie_id': 3}];[{'iso_3166_1': 'FI', 'name': 'Finland', 'movie_id': 3}];1986-10-17;0;76;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 3}];Released;;Shadows in Paradise;False;7,183;268
False;/c1BaOxC8bo5ACFYkYYxL0bBWRaq.jpg;;4000000;[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}];https://www.miramax.com/movie/four-rooms/;5;tt0113101;en;Four Rooms;It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.;20,977;/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg;[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US', 'movie_id': 5}, {'id': 59, 'logo_path': '/yH7OMeSxhfP0AVM6iT0rsF3F4ZC.png', 'name': 'A Band Apart', 'origin_country': 'US', 'movie_id': 5}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 5}];1995-12-09;4257354;98;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 5}];Released;Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.;Four Rooms;False;5,756;2351
False;/bGMqHn0H2UY6SPZ5Vch4YJM2jDO.jpg;;21000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];;6;tt0107286;en;Judgment Night;While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat and mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama.;9,192;/3rvvpS9YPM5HB2f4HYiNiJVtdam.jpg;[{'id': 1644, 'logo_path': None, 'name': 'Largo Entertainment', 'origin_country': 'US', 'movie_id': 6}, {'id': 182, 'logo_path': None, 'name': 'JVC', 'origin_country': 'JP', 'movie_id': 6}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 6}];1993-10-15;12136938;109;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 6}];Released;Don't move. Don't whisper. Don't even breathe.;Judgment Night;False;6,558;283
False;;;42000;[{'id': 99, 'name': 'Documentary'}];http://lifeinloops.com;8;tt0825671;en;Life in Loops (A Megacities RMX);"Timo Novotny labels his new project an experimental music documentary film, in a remix of the celebrated film Megacities (1997), a visually refined essay on the hidden faces of several world ""megacities"" by leading Austrian documentarist Michael Glawogger. Novotny complements 30 % of material taken straight from the film (and re-edited) with 70 % as yet unseen footage in which he blends original shots unused by Glawogger with his own sequences (shot by Megacities cameraman Wolfgang Thaler) from Tokyo. Alongside the Japanese metropolis, Life in Loops takes us right into the atmosphere of Mexico City, New York, Moscow and Bombay. This electrifying combination of fascinating film images and an equally compelling soundtrack from Sofa Surfers sets us off on a stunning audiovisual adventure across the continents. The film also makes an original contribution to the discussion on new trends in documentary filmmaking. Written by KARLOVY VARY IFF 2006";2,028;/x7Sz339F2oC8mBf0DHCQpKizXaL.jpg;[{'id': 19123, 'logo_path': None, 'name': 'inLoops', 'origin_country': '', 'movie_id': 8}];[{'iso_3166_1': 'AT', 'name': 'Austria', 'movie_id': 8}];2006-01-01;0;80;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 8}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी', 'movie_id': 8}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語', 'movie_id': 8}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский', 'movie_id': 8}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español', 'movie_id': 8}];Released;A Megacities remix.;Life in Loops (A Megacities RMX);False;7,708;24
False;;;0;[{'id': 18, 'name': 'Drama'}];;9;tt0425473;de;Sonntag im August;;1,877;;[];[{'iso_3166_1': 'DE', 'name': 'Germany', 'movie_id': 9}];2004-09-02;0;15;[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch', 'movie_id': 9}];Released;;Sunday in August;False;7,738;21
False;/aDYSnJAK0BTVeE8osOy22Kz3SXY.jpg;{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/r8Ph5MYXL04Qzu4QBbq2KjqwtkQ.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'};11000000;[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}];http://www.starwars.com/films/star-wars-episode-iv-a-new-hope;11;tt0076759;en;Star Wars;Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.;88,078;/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg;[{'id': 1, 'logo_path': '/o86DbpburjxrqAzEDhXZcyE8pDb.png', 'name': 'Lucasfilm Ltd.', 'origin_country': 'US', 'movie_id': 11}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US', 'movie_id': 11}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 11}];1977-05-25;775398007;121;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 11}];Released;A long time ago in a galaxy far, far away...;Star Wars;False;8,208;18523
False;/yzqaKAhglTrkeOfuIXYYArf0WnA.jpg;{'id': 137697, 'name': 'Finding Nemo Collection', 'poster_path': '/xwggrEugjcJDuabIWvK2CpmK91z.jpg', 'backdrop_path': '/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg'};94000000;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}];http://movies.disney.com/finding-nemo;12;tt0266543;en;Finding Nemo;Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.;114,269;/5lc6nQc0VhWFYFbNv016xze8Jvy.jpg;[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US', 'movie_id': 12}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 12}];2003-05-30;940335536;100;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 12}];Released;There are 3.7 trillion fish in the ocean. They're looking for one.;Finding Nemo;False;7,823;17584
False;/3h1JZGDhZ8nzxdgvkxha0qBqi05.jpg;;55000000;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];https://www.paramountmovies.com/movies/forrest-gump;13;tt0109830;en;Forrest Gump;A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.;64,063;/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg;[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US', 'movie_id': 13}, {'id': 21920, 'logo_path': None, 'name': 'The Steve Tisch Company', 'origin_country': '', 'movie_id': 13}, {'id': 412, 'logo_path': None, 'name': 'Wendy Finerman Productions', 'origin_country': '', 'movie_id': 13}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 13}];1994-06-23;677387716;142;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 13}];Released;The world will never be the same once you've seen it through the eyes of Forrest Gump.;Forrest Gump;False;8,481;24517
False;/DztBnZaqmla2sGUW9s8AyOmskT.jpg;;15000000;[{'id': 18, 'name': 'Drama'}];;14;tt0169547;en;American Beauty;Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.;31,055;/wby9315QzVKdW9BonAefg8jGTTb.jpg;[{'id': 2721, 'logo_path': None, 'name': 'Jinks/Cohen Company', 'origin_country': '', 'movie_id': 14}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US', 'movie_id': 14}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 14}];1999-09-15;356296601;122;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 14}];Released;Look closer.;American Beauty;False;8,027;10935
False;/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg;;839727;[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}];;15;tt0033467;en;Citizen Kane;Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.;22,31;/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg;[{'id': 11447, 'logo_path': None, 'name': 'Mercury Productions', 'origin_country': '', 'movie_id': 15}, {'id': 6, 'logo_path': '/n53F7K9scQWFXYbrCablqLKqJdp.png', 'name': 'RKO Radio Pictures', 'origin_country': 'US', 'movie_id': 15}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 15}];1941-04-17;23218000;119;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 15}];Released;It's terrific!;Citizen Kane;False;8,02;4838
False;/ikR2qy9xJCHX7M8i5rcvuNfdYXs.jpg;;12800000;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];;16;tt0168629;en;Dancer in the Dark;Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.;14,031;/8Wdd3fQfbbQeoSfWpHrDfaFNhBU.jpg;[{'id': 53671, 'logo_path': None, 'name': 'Lantia Cinema & Audiovisivi', 'origin_country': '', 'movie_id': 16}, {'id': 8, 'logo_path': '/78ilmDNTpdCfsakrsLqmAUkFTrO.png', 'name': 'Fine Line Features', 'origin_country': '', 'movie_id': 16}, {'id': 76, 'logo_path': '/nebkQYtQKhZyHJfh5v0oGpNbPzu.png', 'name': 'Zentropa Entertainments', 'origin_country': 'DK', 'movie_id': 16}, {'id': 119, 'logo_path': '/1di2gITGUZr730AMuMKiCrP90Vl.png', 'name': 'DR', 'origin_country': 'DK', 'movie_id': 16}, {'id': 157, 'logo_path': '/s537keIoi6wUOU8E9ztWaV2DY1H.png', 'name': 'SVT Drama', 'origin_country': 'SE', 'movie_id': 16}, {'id': 201, 'logo_path': '/6UIpEURdjnmcJPwgTDRzVRuwADr.png', 'name': 'ARTE', 'origin_country': 'FR', 'movie_id': 16}, {'id': 321, 'logo_path': '/pfp6VWF3tYfOHHVRHpYe2iGcYrf.png', 'name': 'Memfis Film', 'origin_country': 'SE', 'movie_id': 16}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR', 'movie_id': 16}, {'id': 2996, 'logo_path': None, 'name': 'Angel films', 'origin_country': '', 'movie_id': 16}, {'id': 5975, 'logo_path': '/vvjgoKygWWYZvYyidT3RmOCq5If.png', 'name': 'YLE', 'origin_country': 'FI', 'movie_id': 16}, {'id': 7330, 'logo_path': None, 'name': 'Blind Spot Pictures', 'origin_country': 'FI', 'movie_id': 16}, {'id': 8659, 'logo_path': '/96hCWEsfmTZQsoUap0CcG21qaA.png', 'name': 'VPRO', 'origin_country': 'NL', 'movie_id': 16}, {'id': 11239, 'logo_path': None, 'name': 'Liberator Productions', 'origin_country': 'FR', 'movie_id': 16}, {'id': 14937, 'logo_path': None, 'name': 'Íslenska kvikmyndasamsteypan', 'origin_country': 'IS', 'movie_id': 16}, {'id': 30268, 'logo_path': None, 'name': 'Pain Unlimited GmbH Filmproduktion', 'origin_country': '', 'movie_id': 16}, {'id': 53667, 'logo_path': None, 'name': 'Trust Film Svenska', 'origin_country': '', 'movie_id': 16}, {'id': 53668, 'logo_path': None, 'name': 'Cinematograph A/S', 'origin_country': '', 'movie_id': 16}, {'id': 53669, 'logo_path': None, 'name': 'What Else? B.V', 'origin_country': '', 'movie_id': 16}, {'id': 53670, 'logo_path': None, 'name': 'Filmek A/S', 'origin_country': '', 'movie_id': 16}, {'id': 6705, 'logo_path': '/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png', 'name': 'Film4 Productions', 'origin_country': 'GB', 'movie_id': 16}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR', 'movie_id': 16}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR', 'movie_id': 16}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE', 'movie_id': 16}, {'id': 447, 'logo_path': None, 'name': 'TV 1000 Sverige', 'origin_country': 'SE', 'movie_id': 16}, {'id': 46, 'logo_path': '/3xFdKHLXPGHEbrAkmsepGE8974Y.png', 'name': 'WDR', 'origin_country': 'DE', 'movie_id': 16}, {'id': 47, 'logo_path': '/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png', 'name': 'Constantin Film', 'origin_country': 'DE', 'movie_id': 16}];[{'iso_3166_1': 'AR', 'name': 'Argentina', 'movie_id': 16}, {'iso_3166_1': 'DK', 'name': 'Denmark', 'movie_id': 16}, {'iso_3166_1': 'FI', 'name': 'Finland', 'movie_id': 16}, {'iso_3166_1': 'FR', 'name': 'France', 'movie_id': 16}, {'iso_3166_1': 'DE', 'name': 'Germany', 'movie_id': 16}, {'iso_3166_1': 'IS', 'name': 'Iceland', 'movie_id': 16}, {'iso_3166_1': 'IT', 'name': 'Italy', 'movie_id': 16}, {'iso_3166_1': 'NL', 'name': 'Netherlands', 'movie_id': 16}, {'iso_3166_1': 'NO', 'name': 'Norway', 'movie_id': 16}, {'iso_3166_1': 'SE', 'name': 'Sweden', 'movie_id': 16}, {'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 16}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 16}];2000-06-30;40031879;141;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 16}];Released;You don't need eyes to see.;Dancer in the Dark;False;7,9;1545
False;/dhr0q4eiRr8ltqPig32TwhPRdaD.jpg;;0;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}];http://www.whatisannwyn.co.uk/;17;tt0411267;en;The Dark;In an attempt to pull her family together, Adèlle travels with her young daughter Sarah to Wales to visit her father. The morning after they arrive, Sarah mysteriously vanishes in the ocean. Not long after, a little girl bearing a striking resemblance to their missing daughter reveals that she has retuned from the dead  — and that Sarah has been taken to the Welsh underworld.;8,489;/wZeBHVnCvaS2bwkb8jFQ0PwZwXq.jpg;[{'id': 47, 'logo_path': '/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png', 'name': 'Constantin Film', 'origin_country': 'DE', 'movie_id': 17}, {'id': 248, 'logo_path': None, 'name': 'Impact Pictures', 'origin_country': 'GB', 'movie_id': 17}, {'id': 2268, 'logo_path': '/wgDks2qYgwN6u1OkW1bBre0rf4F.png', 'name': 'Isle of Man Film', 'origin_country': 'GB', 'movie_id': 17}, {'id': 2452, 'logo_path': '/6CLoZ59fLPG7UyxQtGTqRevjf58.png', 'name': 'UK Film Council', 'origin_country': 'GB', 'movie_id': 17}];[{'iso_3166_1': 'DE', 'name': 'Germany', 'movie_id': 17}, {'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 17}];2005-09-28;6593579;87;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 17}, {'english_name': 'Welsh', 'iso_639_1': 'cy', 'name': 'Cymraeg', 'movie_id': 17}];Released;One of the living for one of the dead.;The Dark;False;5,81;231
False;/dwN0kPGrLbFRxyL3F3J3t4ShQx.jpg;;90000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];;18;tt0119116;en;The Fifth Element;In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.;52,571;/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg;[{'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR', 'movie_id': 18}, {'id': 5892, 'logo_path': '/AlfRSqTMw9RIHR2RIzy4pkcaXnY.png', 'name': 'Buena Vista International', 'origin_country': 'US', 'movie_id': 18}, {'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US', 'movie_id': 18}];[{'iso_3166_1': 'FR', 'name': 'France', 'movie_id': 18}, {'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 18}];1997-05-02;263920180;126;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 18}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska', 'movie_id': 18}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch', 'movie_id': 18}];Released;There is no future without it.;The Fifth Element;False;7,524;9630
False;/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg;;1300000;[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}];;19;tt0017136;de;Metropolis;In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.;17,977;/pxbGZewX327IbTvrCVRJgcLJTSQ.jpg;[{'id': 12372, 'logo_path': None, 'name': 'UFA', 'origin_country': 'DE', 'movie_id': 19}];[{'iso_3166_1': 'DE', 'name': 'Germany', 'movie_id': 19}];1927-02-06;650422;149;[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language', 'movie_id': 19}];Released;There can be no understanding between the hands and the brain unless the heart acts as mediator.;Metropolis;False;8,2;2305
False;/kZyurQjTMLHalUxs7sHgH5XeiwO.jpg;;2500000;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm;20;tt0314412;en;My Life Without Me;A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.;15,675;/sFSkn5rrQqXJkRNa2rMWqzmEuhR.jpg;[{'id': 49, 'logo_path': '/xpf5iHdvvBtsH8jBMlgIJHAET0c.png', 'name': 'El Deseo', 'origin_country': 'ES', 'movie_id': 20}, {'id': 77, 'logo_path': None, 'name': 'Milestone Productions', 'origin_country': '', 'movie_id': 20}];[{'iso_3166_1': 'CA', 'name': 'Canada', 'movie_id': 20}, {'iso_3166_1': 'ES', 'name': 'Spain', 'movie_id': 20}];2003-03-07;12300000;106;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 20}];Released;;My Life Without Me;False;5,879;402
False;/uNRfK14Ga8Hwfqt07vo8nvWQN1i.jpg;{'id': 252313, 'name': 'The Endless Summer Collection', 'poster_path': '/zhG3P4ALlXxoFi0CGfcVsR3qmDL.jpg', 'backdrop_path': '/rbeqwDmy0yPMxBqA2ELvu08okcn.jpg'};0;[{'id': 99, 'name': 'Documentary'}];;21;tt0060371;en;The Endless Summer;Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.;10,104;/5W5uaqQ7NZTwoDMKO4AtdcahHex.jpg;[{'id': 13723, 'logo_path': None, 'name': 'Bruce Brown Films', 'origin_country': '', 'movie_id': 21}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 21}];1966-06-15;0;91;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 21}];Released;The Search for the Perfect Wave!;The Endless Summer;False;7,372;90
False;/wW7Wt5bXzPy4VOEE4LTIUDyDgBo.jpg;{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/p9fXIvNppK21fCHAEkznSZb8hnv.jpg', 'backdrop_path': '/wxgD3fB5lQ2sGJLog0rvXW049Pf.jpg'};140000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}];https://movies.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl;22;tt0325980;en;Pirates of the Caribbean: The Curse of the Black Pearl;Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.;139,865;/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg;[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US', 'movie_id': 22}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US', 'movie_id': 22}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 22}];2003-07-09;655011224;143;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 22}];Released;Prepare to be blown out of the water.;Pirates of the Caribbean: The Curse of the Black Pearl;False;7,784;18657
False;/lVy5Zqcty2NfemqKYbVJfdg44rK.jpg;{'id': 2883, 'name': 'Kill Bill Collection', 'poster_path': '/tf1nUtw3LJGUGv1EFFi23iz6ngr.jpg', 'backdrop_path': '/oCLKNACMNrEf4T1EP6BpMXDl5m1.jpg'};30000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}];http://www.miramax.com/movie/kill-bill-volume-1;24;tt0266697;en;Kill Bill: Vol. 1;An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.;44,821;/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg;[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US', 'movie_id': 24}, {'id': 59, 'logo_path': '/yH7OMeSxhfP0AVM6iT0rsF3F4ZC.png', 'name': 'A Band Apart', 'origin_country': 'US', 'movie_id': 24}, {'id': 39121, 'logo_path': None, 'name': 'Super Cool ManChu', 'origin_country': '', 'movie_id': 24}];[{'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 24}];2003-10-10;180906076;111;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 24}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語', 'movie_id': 24}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français', 'movie_id': 24}];Released;A roaring rampage of revenge.;Kill Bill: Vol. 1;False;7,972;15706
False;/bQ8fRUaitJvi54O2lUT6Ta7FVHK.jpg;{'id': 285564, 'name': 'Jarhead Collection', 'poster_path': '/aRFpBjCseFD6UmahAuLdqS7Or5q.jpg', 'backdrop_path': '/ifSnip5tvaHvxLPAyjkiihE6T2I.jpg'};72000000;[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}];;25;tt0418763;en;Jarhead;Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.;23,563;/55WJCdayHwoXJwRv3prpqscHt2q.jpg;[{'id': 14440, 'logo_path': None, 'name': 'Red Wagon Entertainment', 'origin_country': 'US', 'movie_id': 25}, {'id': 1522, 'logo_path': '/8uaoEVgNxFH0R94O53gUiByahVr.png', 'name': 'Neal Street Productions', 'origin_country': 'GB', 'movie_id': 25}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom', 'movie_id': 25}, {'iso_3166_1': 'US', 'name': 'United States of America', 'movie_id': 25}];2005-11-04;97076152;123;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English', 'movie_id': 25}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español', 'movie_id': 25}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية', 'movie_id': 25}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin', 'movie_id': 25}];Released;Welcome to the suck.;Jarhead;False;6,611;2509
